year,make,model,miles,trim,sold_price
2020,Chevrolet,Impala,50842,LT,24002
2016,Honda,HR-V,66427,LX,19990
2020,Mercedes-Benz,A-Class,5335,A 220 4MATIC,37990
2012,Dodge,Journey,60669,SE,15990
2019,Toyota,Tacoma Double Cab,22790,TRD Off-Road 5 ft,41990
2020,Nissan,Murano,49532,SV,26703
2015,Jeep,Patriot,66408,High Altitude Edition,18590
2020,Subaru,Forester,15896,Limited,35590
2016,Nissan,Maxima,72328,SV,22990
2018,Chevrolet,Volt,47435,Premier,30590
2020,Kia,Soul,19379,LX,22990
2020,Subaru,Ascent,7421,Premium,37990
2016,Dodge,Grand Caravan Passenger,54753,SXT,20590
2018,Subaru,Forester,93283,2.5i,21590
2011,Chevrolet,Camaro,82155,SS,25990
2018,Honda,Civic,13840,EX,27990
2015,Chevrolet,Equinox,70983,LT,16990
2014,Subaru,Forester,77765,2.5i Limited,19990
2017,Jeep,Cherokee,44006,Latitude,22990
2014,Ford,Focus,70285,SE,13990
2022,Tesla,Model 3,6722,Performance,68500
2016,Chevrolet,Cruze Limited,79157,1LT,14990
2020,Nissan,Murano,58472,SV,25593
2012,Jeep,Grand Cherokee,103164,Overland,20590
2015,GMC,Acadia,67042,Denali,27990
2015,GMC,Terrain,87202,SLE-2,17590
2021,Nissan,Altima,41718,2.5 SV,24993
2015,Subaru,Outback,102766,3.6R Limited,21990
2019,GMC,Canyon Crew Cab,13014,Denali 6 ft,42590
2018,Honda,Clarity Plug-in Hybrid,38974,base,26990
2014,Ford,Escape,101792,SE,14990
2010,Toyota,Corolla,62615,S,14990
2017,Ford,Explorer,68712,XLT,25990
2012,Audi,A6,79137,3.0T Quattro Premium,20990
2019,Jeep,Compass,34608,Latitude,25990
2020,Jeep,Compass,20055,Limited,27990
2012,INFINITI,G,59792,G37,24990
2016,Subaru,Legacy,34188,2.5i Limited,23990
2014,Toyota,Sienna,69516,XLE,28990
2017,Toyota,86,35076,base,26990
2020,Ford,Fusion,51622,SE,23602
2016,Kia,Rio,53610,LX,14990
2016,Hyundai,Elantra,102872,Value Edition,15990
2015,Honda,Fit,104475,LX,14990
2014,Ford,Focus,35521,S,14990
2020,Hyundai,Santa Fe,29357,2.4 Limited,33489
2012,Chevrolet,Tahoe,101978,LS,22590
2016,BMW,5 Series,76747,535i,26990
2019,Jeep,Cherokee,24044,Latitude Plus,27990
2020,BMW,7 Series,6952,740i,69990
2019,GMC,Terrain,48558,SLE,23063
2015,Subaru,Forester,63357,2.5i Premium,21590
2020,Nissan,Rogue Sport,54375,S,21043
2016,Kia,Sorento,96449,LX,16990
2019,Ford,Taurus,49074,Limited,23390
2018,Mercedes-Benz,GLS,85991,GLS 450 4MATIC,38990
2018,Volkswagen,Tiguan,56780,2.0T SE 4MOTION,24990
2018,Jaguar,XE,51349,XE 25t Premium,27990
2018,Chevrolet,Equinox,60280,LT,20990
2015,Toyota,Yaris,56572,L Hatchback,15990
2012,Honda,Odyssey,88463,EX-L,20590
2020,GMC,Sierra 1500 Crew Cab,15313,SLT 5 3/4 ft,55990
2017,Volkswagen,Jetta,69028,1.4T S,16990
2016,Volkswagen,Golf GTI,47093,SE Hatchback,24990
2020,Chevrolet,Malibu,53969,LT,21183
2016,Nissan,Sentra,61662,S,15590
2019,MAZDA,CX-5,18452,Sport,27990
2014,Buick,Encore,44788,Leather,18990
2014,Jeep,Patriot,85408,Latitude,15990
2015,Mercedes-Benz,C-Class,75277,C 300,22990
2015,Hyundai,Sonata,81544,SE,15990
2016,Volkswagen,Beetle,37998,1.8T S,21990
2013,Subaru,Legacy,72888,2.5i Limited,16590
2014,Volkswagen,Jetta,63562,1.8T SE,15990
2016,Honda,Pilot,55810,Touring,30590
2012,Lexus,IS,103805,IS 250,18990
2015,BMW,4 Series,58561,428i Gran,26990
2021,Toyota,C-HR,10188,XLE,28990
2013,Hyundai,Tucson,32521,Limited,19990
2017,Nissan,LEAF,15625,S,20990
2021,Nissan,Kicks,9073,SR,29590
2016,Nissan,Altima,50679,2.5 S,18990
2014,Toyota,Camry,51083,LE,18590
2017,Ford,Edge,50620,SEL,21638
2017,Chevrolet,Trax,16154,LS,19990
2013,Ford,Focus,75546,SE,13590
2011,BMW,1 Series,58747,135i,24590
2017,Lexus,RX,54890,RX 350,35990
2017,Chevrolet,Equinox,78917,LT,17990
2016,Chevrolet,Colorado Crew Cab,76773,LT 6 ft,27405
2013,Dodge,Dart,104167,Rallye,12990
2013,Hyundai,Elantra,46750,GLS,14990
2021,Buick,Encore GX,35283,Preferred,24990
2013,Nissan,Altima,35602,2.5 S,16990
2014,Volkswagen,Beetle,92199,TDI,16590
2014,Jaguar,F-TYPE,26262,V8 S,48990
2018,Toyota,RAV4,84778,LE,22990
2020,Kia,Forte,51585,LXS,19488
2019,Lexus,RX,32176,RX 350,43590
2015,Nissan,Altima,48588,2.5 S,17590
2020,Ford,Edge,52227,SEL,23879
2017,Chevrolet,Cruze,54146,LS,16590
2012,Nissan,Sentra,67590,S,13590
2018,Dodge,Grand Caravan Passenger,45718,GT,24990
2014,Hyundai,Elantra,90816,SE,13990
2019,Chevrolet,Corvette,4317,Z06,87990
2012,MAZDA,MX-5 Miata,61746,Special Edition,22590
2018,Dodge,Charger,67623,SXT Plus,26990
2019,Ford,Edge,34984,SEL,30590
2019,Chrysler,Pacifica,45201,Limited,34990
2013,Nissan,Rogue,57105,S,16990
2022,Hyundai,Tucson Hybrid,2777,Limited,46990
2020,Land Rover,Range Rover Evoque,41431,P250 S,41590
2013,Ford,Fusion,88071,Titanium Hybrid,16990
2015,MAZDA,MAZDA6,97095,i Touring,16990
2017,Kia,Forte,76195,S,16990
2014,Acura,RLX,85079,base,22590
2011,Audi,S6,75949,Quattro Prestige,25990
2016,Ford,Escape,55963,SE,18590
2016,Hyundai,Sonata Hybrid,72819,SE,19590
2014,Kia,Optima,91322,LX Hybrid,14990
2018,Chevrolet,Equinox,52182,LT,21590
2016,Dodge,Charger,87685,SXT,21990
2021,Honda,Civic,10616,Sport,31990
2017,Hyundai,Sonata Hybrid,97118,SE,16990
2019,Volkswagen,Golf GTI,11949,SE Hatchback,34990
2017,Jeep,Grand Cherokee,91718,Limited,24990
2018,Kia,Forte,58872,LX,16590
2017,Honda,Civic,44160,EX,22990
2018,Toyota,RAV4,43437,LE,25990
2015,Chevrolet,Silverado 1500 Double Cab,40015,LT 6 1/2 ft,30990
2018,Jeep,Wrangler Unlimited,63838,Sahara (JK),36590
2015,BMW,X1,69225,xDrive28i,20990
2011,Acura,MDX,101127,base,17990
2014,Chevrolet,Impala Limited,64538,LS,15590
2017,Lexus,NX,48240,200t,31990
2016,Chevrolet,Silverado 1500 Double Cab,44498,LTZ 6 1/2 ft,36990
2018,Chevrolet,Trax,6453,LT,21990
2018,Audi,Q5,60114,Premium Plus,32590
2015,Toyota,Camry,6965,LE,22990
2015,Chevrolet,Equinox,75510,LS,16590
2019,Jeep,Compass,76424,Limited,22990
2017,Volkswagen,Tiguan Limited,29007,2.0T,20590
2015,Honda,Accord Hybrid,64816,EX-L,22990
2014,BMW,3 Series,85097,335i,23990
2020,Nissan,Altima,55773,2.5 S,21503
2016,Honda,Odyssey,85731,EX-L,26590
2016,Chevrolet,Cruze Limited,87898,1LT,14990
2012,Nissan,Altima,100570,2.5 S,13590
2017,GMC,Terrain,44195,Denali,26990
2020,GMC,Terrain,5898,Denali,39990
2016,Lexus,GS,85890,GS 350,30990
2016,Hyundai,Sonata,68991,SE,16990
2019,Toyota,Corolla,10715,L,23590
2020,Hyundai,Ioniq Plug-in Hybrid,10916,SEL,29990
2009,Honda,CR-V,32720,EX,17590
2017,Ford,Taurus,55937,SEL,18990
2017,Kia,Niro,57885,LX,21990
2019,Jeep,Grand Cherokee,14740,Laredo E,32990
2020,Lexus,NX,62068,300 F SPORT,34990
2016,Kia,Soul,59347,+,17590
2011,Honda,CR-V,93227,EX-L,15990
2018,Chevrolet,Bolt EV,26226,Premier,24590
2021,Chevrolet,Colorado Crew Cab,3234,Work Truck 5 ft,35590
2020,Volkswagen,Tiguan,22675,SE,28990
2017,MAZDA,CX-3,68993,Touring,21590
2014,Acura,TSX,91916,base,17590
2014,Buick,Enclave,92577,Premium,21590
2018,Ram,1500 Crew Cab,42205,Laramie Limited 5 1/2 ft,41990
2018,Jaguar,F-PACE,22081,25t Prestige,40999
2017,MAZDA,MX-5 Miata RF,32503,Grand Touring,28990
2010,Honda,Accord,48454,EX-L,18990
2015,Toyota,Corolla,96657,LE Plus,16990
2011,Honda,CR-V,75431,EX-L,17990
2015,Acura,TLX,45519,2.4,23990
2012,Toyota,RAV4,74529,base,17990
2017,Toyota,Yaris iA,93191,base,15990
2017,Cadillac,XTS,32687,Luxury,29590
2017,Cadillac,ATS,42198,Luxury,24990
2019,MAZDA,CX-5,27637,Grand Touring,29990
2016,Chrysler,Town & Country,89904,Touring,17990
2015,Nissan,Altima,56737,2.5 S,15990
2019,Chevrolet,Impala,59595,LT,22036
2022,Chevrolet,Camaro,3338,LT,39590
2015,INFINITI,Q50,68421,3.7 Premium,23590
2015,Volkswagen,Jetta,60631,2.0L TDI SEL,18990
2017,Honda,HR-V,99623,LX,18990
2013,Nissan,Xterra,17955,PRO-4X,27990
2014,Subaru,Forester,88416,2.5i Limited,18590
2013,Chevrolet,Cruze,48270,LS,14990
2015,Subaru,Outback,51069,2.5i Limited,25590
2015,Lincoln,MKZ,77607,base,20990
2019,Subaru,Impreza,22482,2.0i,23990
2014,Scion,xB,56348,base,17590
2013,Chevrolet,Sonic,61796,LT Hatchback,13590
2018,Hyundai,Sonata,88398,Limited,21990
2009,Chevrolet,Impala,85901,LT,12590
2010,MINI,Hardtop,83416,Cooper S,13590
2011,Hyundai,Tucson,97005,GLS,13990
2016,Lexus,ES,46798,ES 350,27990
2017,Ford,Edge,47061,SE,20990
2016,Jeep,Renegade,82854,Latitude,18990
2014,Dodge,Challenger,53591,SRT8,32990
2015,Buick,Encore,83686,Convenience,15990
2013,BMW,3 Series,65863,335i,24990
2017,Hyundai,Veloster,57749,Turbo,20590
2017,Jaguar,XE,22758,XE 25t Prestige,29990
2021,Lexus,ES,31916,ES 350 F SPORT,42990
2018,Tesla,Model 3,73617,Long Range,41990
2019,Jeep,Grand Cherokee,33647,Altitude,35990
2020,Tesla,Model S,48403,Longe Range Plus,76990
2011,Mercedes-Benz,E-Class,59081,E 350,20990
2020,Chevrolet,Silverado 1500 Crew Cab,93800,LTZ 6 1/2 ft,42900
2021,Toyota,Highlander,8674,L,39990
2012,Porsche,Panamera,71495,4,35590
2020,Buick,Encore,50619,Essence,23720
2016,Volkswagen,Tiguan,47015,2.0T S,19590
2018,GMC,Sierra 1500 Double Cab,12622,SLT 6 1/2 ft,42990
2017,GMC,Sierra 3500 HD Crew Cab,36454,Denali 8 ft,67990
2016,Kia,Forte Koup,42510,EX,16990
2017,Hyundai,Accent,68210,SE,14990
2014,Cadillac,SRX,37747,Luxury Collection,24990
2013,Lexus,CT,65511,CT 200h,22990
2014,Chevrolet,Impala Limited,19555,LS,16990
2013,MAZDA,MAZDA6,88229,i Touring Plus,14990
2017,Buick,Encore,51197,Sport Touring,19590
2020,Buick,Encore,52647,Preferred,21595
2017,Mitsubishi,Outlander,31733,ES,22590
2014,Ford,Focus,99413,SE,12590
2014,Honda,Accord,96392,LX,16990
2016,Ford,Escape,46776,SE,18590
2014,Volkswagen,Jetta,80662,1.8T SE,14590
2020,Porsche,Cayenne,13876,base,77990
2019,Mitsubishi,Mirage,38919,ES,16590
2017,Ford,Focus,15922,SE,17990
2015,MAZDA,MAZDA6,98622,i Sport,16990
2018,Nissan,Altima,41097,2.5 SL,20091
2015,Jeep,Grand Cherokee,67401,Laredo E,22990
2014,Volkswagen,Jetta,74339,1.8T SEL,14990
2020,Kia,Sorento,46240,S,26990
2014,Cadillac,SRX,52153,Luxury Collection,23590
2015,BMW,X1,72141,sDrive28i,19990
2019,Mitsubishi,Mirage,68229,ES,15590
2016,Kia,Soul,87747,base,15590
2018,BMW,X1,22302,xDrive28i,33590
2014,Hyundai,Elantra,19859,GT,17990
2014,Nissan,Versa,74343,Note S Plus,13590
2020,Volkswagen,Atlas Cross Sport,11884,SE 4Motion w/Technology,38590
2016,Chevrolet,Colorado Crew Cab,91642,LT 5 ft,26590
2020,Jeep,Gladiator,14485,Rubicon 5 ft,52990
2014,Hyundai,Sonata,77885,Limited,16990
2017,MAZDA,MAZDA3,38903,Grand Touring,22990
2017,Honda,Pilot,36960,EX-L,32590
2020,Chevrolet,Sonic,50397,Premier,17500
2016,Jeep,Grand Cherokee,69826,75th Anniversary Edition,23990
2014,Honda,CR-V,27065,EX,22990
2016,Honda,Civic,57392,EX-T,22990
2018,Ford,Focus,50950,SE,16590
2013,Nissan,LEAF,47743,S,13590
2016,Chevrolet,Corvette,62197,Stingray,45990
2019,BMW,X3,20548,xDrive30i,40990
2017,Nissan,Maxima,51572,SL (2017.5),24990
2014,Mercedes-Benz,C-Class,53636,C 250 Luxury,20590
2015,Toyota,Avalon,58520,Limited Hybrid,24990
2013,Jeep,Grand Cherokee,100619,Altitude,20990
2013,Toyota,Highlander,58249,SE,25590
2017,Jeep,Renegade,86246,Latitude,17990
2015,Nissan,Altima,55895,2.5 SV,17990
2019,Jeep,Cherokee,61804,Latitude Plus,22990
2016,Mercedes-Benz,C-Class,39084,C 300 4MATIC,25000
2013,Kia,Optima,72604,SX,17990
2012,MINI,Countryman,79789,Cooper S ALL4,16990
2022,Jeep,Wrangler Unlimited 4xe,3310,Rubicon 4xe,63590
2019,Dodge,Charger,77352,SXT,26990
2020,Ford,Fusion,50430,SE,21850
2012,Honda,Accord,52051,EX-L,18590
2012,Volkswagen,Beetle,81055,2.0T Turbo,15990
2019,Jeep,Renegade,16290,Limited,27990
2014,Jeep,Compass,88150,Latitude,15990
2019,Jeep,Wrangler Unlimited,24804,Sport,38990
2015,Subaru,WRX,104198,WRX Premium,21990
2020,Toyota,Camry,44718,SE Nightshade Edition,28990
2018,Chevrolet,Silverado 1500 Double Cab,41604,LT 6 1/2 ft,35590
2018,Chevrolet,Camaro,78338,LT,24990
2016,Chevrolet,Cruze Limited,94239,1LT,14590
2014,Ford,Escape,102353,S,13990
2016,MAZDA,MX-5 Miata,28983,Grand Touring,27590
2022,Honda,Civic,5160,LX,30990
2015,Hyundai,Genesis Coupe,27034,3.8,24990
2015,Chrysler,200,72310,200S,16990
2020,Kia,Sorento,51714,LX,23173
2013,Scion,FR-S,47369,base,22990
2012,Toyota,4Runner,74485,Limited,30990
2012,Toyota,Camry,67545,SE,17590
2021,Chevrolet,Colorado Extended Cab,5942,Work Truck 6 ft,30990
2020,Tesla,Model Y,36100,Long Range,65990
2017,Jeep,Cherokee,50533,Latitude,21990
2010,Kia,Forte,46089,EX,12990
2019,Honda,Accord Hybrid,21612,EX-L,34990
2014,Subaru,BRZ,54171,Limited,23990
2018,Toyota,4Runner,21949,TRD Off-Road,43990
2014,INFINITI,QX60,74792,3.5,23590
2017,Ford,Fusion Energi,47760,Plug-In Hybrid Platinum,23990
2020,Chevrolet,Spark,1464,1LT,19990
2014,Dodge,Charger,99661,R/T,20990
2017,Nissan,Altima,62672,2.5 SR,18990
2019,Chevrolet,Tahoe,71806,LT,39990
2014,Chevrolet,Silverado 1500 Double Cab,85128,LT 6 1/2 ft,27990
2009,Honda,Civic,67046,EX,14990
2021,Chevrolet,Tahoe,30309,LT,62990
2020,Ram,1500 Classic Crew Cab,49594,SLT 6 1/3 ft,33590
2020,MAZDA,CX-5,44947,Touring,26590
2017,Toyota,Camry Hybrid,57583,XLE,26590
2017,Ford,Edge,86371,SEL,19590
2019,Audi,A5,26305,Premium,38590
2015,Nissan,Altima,73665,2.5 S,16590
2016,Hyundai,Azera,61999,base,18990
2016,MINI,Hardtop 2 Door,41980,Cooper S,22590
2017,MAZDA,CX-5,53663,Grand Select,24990
2015,MINI,Hardtop 4 Door,52534,Cooper,18990
2018,Mitsubishi,Outlander Sport,24359,ES,21590
2016,Subaru,Crosstrek,50970,2.0i Premium,23990
2016,Chevrolet,Cruze,50970,LS,16990
2022,Honda,CR-V,4492,EX,37590
2017,Honda,Accord,41843,EX,24590
2019,Jeep,Cherokee,45551,Latitude Plus,25990
2012,Hyundai,Santa Fe,64627,Limited,18590
2015,Jeep,Patriot,100549,High Altitude Edition,15990
2021,MAZDA,CX-30,9644,base,26990
2021,Ford,Ranger SuperCab,5690,XL 6 ft,31990
2019,Subaru,Forester,22035,Touring,34990
2016,Hyundai,Accent,14333,SE,16990
2016,Jeep,Compass,85459,High Altitude Edition,17590
2020,Jeep,Compass,25424,Limited,28590
2016,Jeep,Cherokee,56491,Latitude,20590
2020,GMC,Acadia,61167,SLT,32590
2016,Honda,HR-V,63754,EX-L,21590
2015,Honda,Civic,16969,EX-L,23590
2017,Chevrolet,Tahoe,53618,LT,39590
2011,MAZDA,MAZDA3,79706,i Touring,13990
2013,Ford,Edge,84072,SEL,16990
2017,Chevrolet,Silverado 1500 Crew Cab,39376,LT 5 3/4 ft,34990
2013,Ford,Flex,75735,Limited,20990
2012,Nissan,LEAF,35395,SV,12990
2021,Toyota,Corolla,24047,LE,23990
2021,Toyota,Highlander,11826,L,39590
2017,Buick,Encore,53461,Preferred,18990
2020,Jeep,Renegade,60363,Latitude,23590
2010,Audi,S5,34367,Quattro,28590
2020,Nissan,Altima,59925,2.5 SR,23200
2013,Volvo,XC70,65771,T6,24990
2015,Jeep,Wrangler,43724,Willys Wheeler,29590
2020,Nissan,Altima,59468,2.5 S,21500
2016,Kia,Sedona,94568,LX,18590
2019,Hyundai,Kona,16641,SEL,24990
2018,MAZDA,MAZDA3,30463,Touring,23990
2015,Ford,Escape,100675,SE,15590
2012,Toyota,4Runner,71212,Limited,30990
2016,Honda,Odyssey,69360,SE,25990
2013,Honda,Ridgeline,75008,RTL 5 ft,26590
2020,Toyota,RAV4,37373,XLE Premium,35590
2011,Mercedes-Benz,E-Class,50447,E 350,20990
2019,Jeep,Grand Cherokee,24179,Limited,33590
2012,Audi,TT,44147,Quattro Premium Plus,25590
2016,Honda,Civic,69285,EX-L,22590
2012,Nissan,Sentra,79075,S,12990
2013,Lexus,RX,66088,RX 350 F Sport,24990
2014,Volkswagen,Beetle,47142,R-Line,20990
2019,Hyundai,Veloster,39047,2,21990
2010,Cadillac,CTS,26212,base,18990
2015,Audi,A6,47551,3.0T Prestige,29990
2020,Chevrolet,Spark,56945,1LT,15333
2011,BMW,7 Series,78963,750Li xDrive,20990
2019,Toyota,C-HR,5482,LE,26990
2017,Lexus,NX,62596,200t F SPORT,32990
2019,Mercedes-Benz,GLC,20472,GLC 300 4MATIC,39990
2019,Toyota,RAV4,21818,LE,29990
2021,GMC,Sierra 3500 HD Crew Cab,6224,Denali 6 1/2 ft,87990
2020,Nissan,Altima,48875,2.5 SR,23865
2015,Lexus,ES,32009,ES 350,27990
2014,Ram,1500 Crew Cab,56772,Big Horn 5 1/2 ft,31990
2016,Hyundai,Sonata,105668,SE,15990
2018,Jeep,Grand Cherokee,18729,Limited Sterling Edition,35990
2014,Audi,A4,69224,Premium,20990
2015,Ford,Fusion,78358,Titanium,17990
2009,Acura,MDX,55394,base,17990
2019,Nissan,Pathfinder,53380,SL,25990
2014,Chevrolet,Equinox,100724,LT,16590
2020,Chrysler,Voyager,13386,L,31590
2014,MINI,Clubman,46281,Cooper S,18990
2014,Jeep,Grand Cherokee,87605,Laredo E,19990
2012,Jeep,Wrangler,95052,Sahara,24990
2017,Mitsubishi,Mirage G4,91601,ES,12590
2014,Ram,1500 Crew Cab,89396,Laramie 6 1/3 ft,29990
2015,GMC,Terrain,103237,SLT-1,17990
2013,Nissan,Altima,81655,3.5 SV,14990
2015,Jeep,Cherokee,85763,Latitude,16990
2021,Toyota,RAV4 Hybrid,3769,XLE,43990
2014,Jeep,Patriot,84686,Sport,15590
2022,Kia,K5,10893,GT-Line,32990
2020,INFINITI,QX60,39933,PURE,31275
2019,Volvo,XC90,37336,T6 Inscription,49590
2017,Kia,Rio,68562,LX,14990
2020,Lexus,ES,3928,ES 350,41590
2018,Chevrolet,Equinox,58716,LT,19900
2015,Ram,1500 Quad Cab,60585,Express 6 1/3 ft,25590
2016,MAZDA,CX-9,81875,Grand Touring,26590
2014,Jeep,Compass,91938,Latitude,15990
2016,Honda,Civic,60913,EX,21990
2014,Buick,LaCrosse,74820,Premium II,20590
2012,Honda,CR-V,85923,EX,16990
2014,Lincoln,MKZ,41466,base,20990
2020,Toyota,Camry,12346,LE,27990
2015,Chevrolet,Malibu,59220,LS,16990
2012,Chevrolet,Camaro,49105,LT,21990
2013,Toyota,Corolla,40234,LE,17590
2021,Jeep,Wrangler Unlimited 4xe,13145,Sahara 4xe,54990
2015,BMW,i3,64330,base,17990
2014,Chevrolet,Cruze,76418,1LT,14990
2016,Ford,Flex,77980,SEL,22990
2020,Subaru,WRX,3637,WRX STI,45990
2020,Nissan,Rogue Sport,51704,S,19093
2016,MAZDA,MAZDA6,72160,i Sport,18990
2012,Cadillac,SRX,54206,base,21590
2016,Honda,Civic,30039,LX,21990
2021,Toyota,Sienna,13593,XLE,51590
2015,Toyota,Tacoma Access Cab,97081,6 ft,21990
2014,Acura,RDX,70549,base,20590
2016,Volkswagen,Jetta,21854,1.4T S,18990
2022,Honda,Accord,4642,Sport,34990
2020,Toyota,Corolla Hatchback,12911,SE Nightshade Edition,27590
2019,Chevrolet,Silverado 1500 Double Cab,51479,LT 6 1/2 ft,34590
2016,Volkswagen,e-Golf,52706,SE Hatchback,19590
2020,Subaru,Impreza,17086,base,24990
2016,Ford,F150 SuperCrew Cab,66271,Lariat 5 1/2 ft,38990
2020,Lexus,NX,11264,300 F SPORT,39590
2020,Tesla,Model Y,18149,Long Range,67990
2016,MINI,Convertible,34264,Cooper S,27990
2011,Honda,CR-V,101135,EX-L,16590
2016,Chevrolet,Impala,76278,LT,19990
2022,Honda,Odyssey,6683,EX-L,46990
2013,Toyota,Prius v,35584,Five,24590
2022,Honda,Insight,4931,Touring,37990
2013,Nissan,JUKE,82744,SV,15590
2020,Subaru,Impreza,4722,Premium,27990
2014,Volvo,S60,100011,T6 R-Design,15990
2013,Nissan,Rogue,73188,S,16590
2022,Ford,Mustang,2741,GT Premium,55990
2020,Chevrolet,Impala,55514,Premier,26020
2019,Chrysler,Pacifica,27661,Limited,38990
2015,Honda,Pilot,75295,SE,23590
2013,Buick,Enclave,23154,Leather,22590
2013,Audi,A4,66455,Premium Plus,20990
2015,Jeep,Grand Cherokee,105361,Laredo E,19990
2014,Toyota,Corolla,56340,S Plus,17990
2015,Jaguar,F-TYPE,48251,S,42990
2017,GMC,Acadia,34738,Denali,34990
2016,BMW,X5,68770,xDrive35i,31990
2015,Hyundai,Elantra,98742,SE,13990
2015,MINI,Convertible,87582,Cooper S,19590
2015,Honda,Accord,70491,LX,18990
2016,Hyundai,Tucson,40101,Sport,22990
2013,Cadillac,ATS,65809,3.6L Luxury,20990
2017,Audi,A6,59245,3.0T Premium Plus,31990
2017,Ford,Explorer,54720,base,24590
2018,Jeep,Grand Cherokee,78412,Overland,30590
2020,Nissan,Versa,45607,S,19990
2016,GMC,Acadia,66492,Denali,27590
2022,Genesis,GV70,4724,2.5T Standard,55990
2018,Land Rover,Discovery Sport,36443,HSE 237 HP,31990
2020,Nissan,Rogue,52023,SV,22450
2018,Nissan,Altima,46317,2.5 S,20990
2014,Nissan,Frontier Crew Cab,86179,PRO-4X 5 ft,25590
2010,Lexus,RX,88115,RX 350,18990
2019,Toyota,C-HR,36144,XLE,24990
2021,Ford,Mustang,2163,Mach 1,62990
2015,Chevrolet,Silverado 2500 HD Crew Cab,65195,LT 6 1/2 ft,39990
2022,MAZDA,MAZDA3,917,Preferred,30990
2015,Kia,Soul,69898,!,15990
2012,Volkswagen,Eos,21076,Komfort Hard Top,20990
2017,Ford,Escape,39533,Titanium,22990
2016,INFINITI,QX50,50748,base,24990
2017,Chevrolet,Traverse,74270,LS,22590
2019,Toyota,Camry Hybrid,41488,LE,28990
2014,Dodge,Durango,96723,Limited,22990
2014,Volvo,S60,33792,T5 Premier Plus,22590
2012,Volvo,XC60,72390,3.2,17990
2017,Lexus,NX,31231,200t,29990
2022,Ford,Bronco,347,base,54590
2013,Volkswagen,CC,82672,Sport,15990
2016,Hyundai,Santa Fe,50805,SE,21990
2015,Buick,Regal,69261,GS,19990
2019,Alfa Romeo,Stelvio,36469,Sport,32990
2016,Chrysler,200,38830,Touring,18590
2014,Audi,Q5,102401,2.0T Premium Plus,19990
2018,Buick,Enclave,53025,Essence,30990
2022,Nissan,Frontier Crew Cab,767,SV 6 ft,39990
2017,Jeep,Compass,77513,All New Trailhawk,22990
2014,Chevrolet,Corvette,21438,Stingray Z51,51990
2012,MINI,Countryman,94405,Cooper S,14990
2020,Nissan,Frontier Crew Cab,15529,SV 5 ft,31990
2016,Dodge,Journey,66257,Crossroad,19590
2021,MAZDA,MAZDA3,6002,2.5 Turbo,32980
2019,Subaru,Outback,69916,2.5i,25990
2013,Honda,Accord,92890,Sport,17590
2012,Toyota,Camry,94008,SE,16990
2018,Alfa Romeo,Giulia,21665,Ti,31590
2018,Chevrolet,Sonic,54255,Premier,16990
2013,Chevrolet,Sonic,98652,LT Hatchback,12990
2013,Buick,LaCrosse,37629,Leather,18990
2014,Toyota,Highlander,70801,XLE,26590
2016,Toyota,Tacoma Double Cab,79170,SR5 5 ft,29990
2017,Lincoln,MKZ,36175,Premiere,25990
2016,Ram,1500 Crew Cab,88224,Lone Star 5 1/2 ft,28990
2013,Kia,Optima,64972,EX,17590
2014,Porsche,Panamera,75884,S,40990
2019,MAZDA,MX-5 Miata,13856,Club,32590
2017,BMW,X1,54461,xDrive28i,27590
2014,Ford,Fusion,71024,S,15590
2018,GMC,Canyon Crew Cab,28903,Denali 5 ft,36990
2015,Audi,Q5,73708,2.0T Premium Plus,23990
2015,Buick,LaCrosse,68799,Leather,19990
2021,MAZDA,MAZDA3,25341,2.5 S,24990
2015,Hyundai,Sonata,83446,SE,15990
2017,Ford,Focus,81700,SE,14990
2017,Kia,Forte,66998,S,17990
2019,Hyundai,Ioniq Electric,8528,base,24590
2010,Lexus,LS,103667,LS 460,18990
2012,Honda,Accord,36756,SE,18990
2015,Mitsubishi,Outlander Sport,91080,SE,16990
2021,Toyota,4Runner,3568,Nightshade Special Edition,50590
2015,Porsche,Panamera,35957,S,53990
2014,Kia,Sportage,99380,LX,15990
2014,Toyota,Camry,62863,SE,17990
2014,Chevrolet,Sonic,58434,LT Hatchback,14990
2021,INFINITI,Q60,1635,LUXE,47590
2021,Toyota,GR Supra,3389,3.0 Premium,56990
2016,Volkswagen,Golf,50793,TSI SE Hatchback,20990
2022,Toyota,Sienna,10064,XLE,55590
2018,Jeep,Compass,40978,Sport,22590
2015,Chevrolet,Impala,86154,LT,19590
2017,Jaguar,XE,27865,XE 35t First Edition,34990
2022,Toyota,Camry,6022,XSE,40990
2016,Buick,Verano,100723,Convenience Group,15590
2014,Ford,Fusion,76099,SE,14990
2020,Toyota,RAV4 Hybrid,27781,Limited,43990
2019,MAZDA,MAZDA3,32349,Preferred,25590
2017,Lincoln,MKC,98225,Premiere,19990
2014,Toyota,Camry,66676,LE,17590
2014,MINI,Hardtop,44734,Cooper,19590
2019,Nissan,Kicks,52190,SV,21990
2022,MAZDA,CX-5,2740,2.5 S Preferred,35990
2013,Porsche,Panamera,15387,base,45990
2012,Toyota,Sienna,95633,LE,18990
2019,Ford,Fiesta,56594,SE,15590
2017,Hyundai,Santa Fe,64341,SE Ultimate,27590
2017,Nissan,Maxima,37113,Platinum,28990
2014,Ford,Flex,51080,SE,20990
2020,GMC,Yukon,60312,SLT,40595
